params,total_return,max_drawdown,sharpe_ratio,total_trades
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.4, 'ma_fast': 15, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",16.684430604024428,13.869840602715588,0.46567386775071967,909
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.4, 'ma_fast': 15, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",29.889834583875167,18.33757507699664,0.5763738707355452,909
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.4, 'ma_fast': 15, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",37.41288983900553,20.686786371255263,0.6117079475156161,909
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",17.243426551679637,11.171107497410903,0.49688290125919427,1211
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",25.51171056979645,15.862391786121046,0.5253096256823927,1211
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",29.563704169784895,18.982091835895783,0.5261230816686515,1211
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",19.080477912099816,9.872052006274766,0.5340979114745469,1183
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",28.740025241600176,13.986251813347755,0.5706908660158471,1183
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",33.91692814622734,16.835435467262883,0.5777289147192437,1183
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",18.527405296355827,10.191873658843882,0.5205540316733651,1180
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",27.391146226586883,14.765696605822148,0.5496007398619394,1180
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",31.666866041244724,18.031576531042433,0.5490290494206487,1180
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",21.230590288680116,9.693800708793257,0.602376287126203,1152
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",34.80090385455543,13.479408297452569,0.6768724444899413,1152
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",42.217135538714466,16.279111124173813,0.6922334380312433,1152
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",22.57725757752735,8.766725140701363,0.6247031520400762,1127
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",37.595526922070675,12.71042253423444,0.7103699851522487,1127
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",46.44112388354786,15.412379753088665,0.7352416497199885,1127
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",21.68453498080435,9.142281537838576,0.6034767913226843,1124
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",35.56650621755119,13.44778805672254,0.6803086243976707,1124
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",43.35048694765578,16.46646087183047,0.698956223999972,1124
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",14.582773829137057,11.587689585662833,0.4441682961525318,1139
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",24.62677857444252,15.83302221547855,0.5180179546499599,1139
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",30.322955617281274,18.490205055033147,0.5394388479504418,1139
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",17.00597796033651,10.646733361254205,0.49938115565908475,1111
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",29.120885671982872,14.42609003084448,0.5854705994381232,1111
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",36.48885860797938,16.709647570748558,0.6150465797021758,1111
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",17.044511423623074,11.032970203776165,0.49983788139298213,1106
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",28.591711264200548,15.241847366743375,0.5771715397845031,1106
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",35.15883482910696,17.914497494530437,0.5988293143633079,1106
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",19.647029194968603,12.80161969862203,0.5446909375516846,1125
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",30.47789783924129,17.229198408010756,0.5963264969934221,1125
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",33.79245900067789,19.819578459237718,0.5758515484501524,1125
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",22.378091656629444,11.236650005363906,0.5982797288262541,1089
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",35.73148305916442,15.390784332232608,0.6680596899310539,1089
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",41.211441242603335,17.809396904870805,0.6632456336821819,1089
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",21.116547779402282,11.634555004823273,0.5699555376705303,1084
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",33.116616751122635,16.060104563766416,0.6300901221930065,1084
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",37.24184414491486,18.874988022319865,0.6155075880926982,1084
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",16.49093746308154,12.255685867224686,0.47760029214427235,1079
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",26.258917963138845,16.582748600233323,0.5355265704314313,1079
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",29.4780165332028,19.337125640466923,0.5216372797942214,1079
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",20.42749300218399,11.46435902698485,0.5641735702312497,1045
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",33.691824055922446,15.86471162546623,0.6457514927817436,1045
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",39.878509804122984,18.85596123689026,0.6514026721013968,1045
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",19.805711194349485,11.821021903439817,0.5484722226020102,1040
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",32.1063327312793,16.430143097451374,0.6211219257503258,1040
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",37.03527160175821,19.812720991042205,0.6163339624684869,1040
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",14.222903897944395,13.159002436408116,0.4280782512836599,1044
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",23.755443890123317,17.565460356410952,0.4978505424563232,1044
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",27.457041862429932,20.032003484062457,0.49607351607927475,1044
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",17.875827794999196,12.706388261886623,0.5137401645743432,1012
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",30.90240683143782,16.833165976141405,0.6087483098726275,1012
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",37.717952099057165,19.34539564629711,0.6281517737899448,1012
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",17.076793199245817,13.0754988136775,0.49304696586119484,1006
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",28.986808369307177,17.365851797485398,0.578091492613869,1006
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 25, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",34.560968122434836,20.20584242035873,0.5879854032265265,1006
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",18.754452124402977,15.671513240019397,0.5037589996274312,1091
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",29.080298411557553,21.104424815085185,0.5589749501226245,1091
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",32.7048974458892,24.154556995689173,0.5503578989716236,1091
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",22.072395700315543,14.75946238919569,0.5700168888396903,1045
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",34.49300731493111,19.559002800012564,0.6329154262452386,1045
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",39.42735621216628,22.025405805163427,0.6287459777923803,1045
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",20.88135046517828,15.098302560083422,0.5439639356268257,1040
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",32.22199425167745,20.117847716930108,0.6005713191146838,1040
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",36.126345962958794,22.835494770128932,0.5897836319686632,1040
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",17.89892134102266,15.265070560971736,0.4927898371017715,1023
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",29.159348693273913,20.481941007867057,0.5648635826182014,1023
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",33.74967627519669,23.450737409477192,0.5650681658588361,1023
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",22.63392420923278,14.477774719273123,0.5932713302890974,978
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",38.01076085365686,19.03124389056466,0.6884093139170895,978
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",46.27603848448995,21.41307462043467,0.7103370308026189,978
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",22.176593384614833,14.691204937894337,0.5814160214962306,973
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",36.94821037533137,19.431753554010044,0.6716082997641758,973
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",44.46277727849396,22.031095336950006,0.6883653861562075,973
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",12.281670555291557,16.40486345838244,0.3641180843766395,995
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",21.53988665698732,22.429663966772363,0.44664571861434704,995
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",25.9851235805579,25.78121737397491,0.46328190262253527,995
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",16.35173912531914,15.541142329006282,0.4576939709541774,948
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",29.593435383947952,20.792378957425946,0.5682670925068499,948
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",37.7628363392195,23.542569694527845,0.6094164423256682,948
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",15.25372557056697,15.71507698763318,0.43222269873858904,940
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",27.141468101699,21.08169623614909,0.532419641801382,940
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 5, 'ma_medium': 30, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",33.87657091889956,23.950638883354067,0.5639530152493363,940
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",18.703823000475882,10.513429156688987,0.5304990581221872,1209
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",28.113578496278034,15.179471395253513,0.5658382254133263,1209
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",32.757790952879,18.516577200532115,0.5670671570614709,1209
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",21.572928364197278,9.410674842628202,0.5901987745465063,1175
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",33.220902970343765,13.31191991321791,0.6384364406915017,1175
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",39.796419013080026,16.05187593718003,0.6509914263411943,1175
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",22.216155287179344,8.983393952899519,0.6030154192467823,1171
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",34.47347552939546,12.63287462418647,0.6555008422004731,1171
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 50, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",41.73287359707425,15.62639907858051,0.6729734631846456,1171
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",22.646135467189136,9.263051343414968,0.6334154447115644,1149
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",38.58856210507101,12.949719166238394,0.7309001002416704,1149
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",48.67873849065518,15.748443690441096,0.766590825961584,1149
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",24.848484003234013,8.473811321258221,0.6749315305202763,1118
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",42.91083131227269,11.948159274824002,0.7856918342718597,1118
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",54.9027627090576,14.812537420666242,0.8309908388831234,1118
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",24.935333912526517,8.186491611507819,0.6746091033728189,1114
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.1}",43.14946077190866,11.686453393027058,0.7862589403300497,1114
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 60, 'max_stop_loss': 0.1, 'max_position_size': 0.15}",55.55384021822657,14.39792812389247,0.8350258122945972,1114
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.05}",16.605701249647144,10.932082061826481,0.4940024763719156,1132
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.1}",29.11776830137065,15.106791330208432,0.5897496452611598,1132
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.05, 'max_position_size': 0.15}",37.21850603598978,17.895957238829567,0.6286040762101439,1132
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.05}",20.097940137521306,10.158080639193596,0.5734939683915202,1099
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.1}",35.58942348808858,13.789355945451703,0.6849126648109056,1099
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.08, 'max_position_size': 0.15}",46.152489167553526,16.282762457352174,0.7341566419824903,1099
"{'flagpole_min_gain': 0.15, 'consolidation_volatility_threshold': 0.5, 'ma_fast': 10, 'ma_medium': 20, 'ma_slow': 70, 'max_stop_loss': 0.1, 'max_position_size': 0.05}",21.057268115156436,9.856055779557082,0.5940864518327268,1093
