datetime,portfolio_value,cash,positions,return
2015-01-02 08:30:00-05:00,100000.0,100000.0,[],
2015-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-08 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-09 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-10 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-11 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-13 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-16 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-17 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-18 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-20 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-21 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-22 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-23 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-24 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-25 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-26 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-27 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-28 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-29 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-30 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-31 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-01 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-08 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-09 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-10 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-11 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-13 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-16 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-17 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-18 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-20 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-21 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-22 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-23 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-24 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-25 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-26 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-27 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-02-28 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-03-01 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-03-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-03-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-03-04 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-03-05 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-03-06 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-03-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-03-08 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-09 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-10 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-11 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-12 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-13 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-14 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-15 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-16 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-17 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-18 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-19 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-20 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-21 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-22 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-23 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-24 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-25 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-26 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-27 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-28 10:30:00-04:00,100000.0,100000.0,[],0.0
2015-03-29 10:30:00-04:00,100000.0,100000.0,[],0.0
