date,equity,cash,positions_value,open_positions
2020-01-01,1999502.0,1501502.0,498000.0,3
2020-01-02,1999004.0,1003004.0,996000.0,6
2020-01-03,1992768.58699,664768.58699,1328000.0,8
2020-01-06,1992270.58699,166270.58698999998,1826000.0,11
2020-01-07,1992104.58699,104.5869899999816,1992000.0,12
2020-01-08,2005858.5136247845,677858.5136247844,1328000.0,8
2020-01-09,2015241.149625237,355241.14962523704,1660000.0,10
2020-01-10,2014909.149625237,22909.14962523704,1992000.0,12
2020-01-13,2014909.149625237,22909.14962523704,1992000.0,12
2020-01-14,2014909.149625237,22909.14962523704,1992000.0,12
2020-01-15,2022414.7336739253,196414.73367392534,1826000.0,11
2020-01-16,2028464.4789454353,202464.4789454353,1826000.0,11
2020-01-17,2032366.4542883975,206366.45428839733,1826000.0,11
2020-01-20,2032200.4542883975,40200.45428839733,1992000.0,12
2020-01-21,2023029.6419483973,363029.6419483974,1660000.0,10
2020-01-22,2024239.4624269053,364239.46242690535,1660000.0,10
2020-01-23,2023268.4184368467,363268.4184368466,1660000.0,10
2020-01-24,2012417.6553968466,352417.6553968466,1660000.0,10
2020-01-27,1989790.9101268465,661790.9101268465,1328000.0,8
2020-01-28,1989292.9101268465,163292.91012684652,1826000.0,11
2020-01-29,1988264.809718897,494264.8097188972,1494000.0,9
2020-01-30,1987932.809718897,161932.80971889722,1826000.0,11
2020-01-31,1977853.8863988973,483853.8863988973,1494000.0,9
2020-02-03,1977521.8863988973,151521.88639889727,1826000.0,11
2020-02-04,1997501.6577378893,669501.6577378893,1328000.0,8
2020-02-05,1997003.6577378893,171003.65773788933,1826000.0,11
2020-02-06,2023244.0284979665,363244.0284979666,1660000.0,10
2020-02-07,2009369.4223279664,349369.42232796655,1660000.0,10
2020-02-10,2032736.2847034307,372736.28470343084,1660000.0,10
2020-02-11,2039461.3905244241,379461.39052442415,1660000.0,10
2020-02-12,2048651.0027470042,222651.00274700415,1826000.0,11
2020-02-13,2048485.0027470042,56485.00274700415,1992000.0,12
2020-02-14,2056611.2580421926,396611.25804219244,1660000.0,10
2020-02-17,2056279.2580421926,64279.258042192436,1992000.0,12
2020-02-18,2056279.2580421926,64279.258042192436,1992000.0,12
2020-02-19,2070186.2776008046,244186.27760080466,1826000.0,11
2020-02-20,2063057.3813008047,237057.38130080467,1826000.0,11
2020-02-21,2062891.3813008047,70891.38130080467,1992000.0,12
2020-02-24,2036182.3324208045,708182.3324208047,1328000.0,8
2020-02-25,2020484.8109908048,692484.8109908047,1328000.0,8
2020-02-26,2040944.1732790214,1044944.1732790213,996000.0,6
2020-02-27,2017139.0137690213,1519139.0137690213,498000.0,3
2020-02-28,2009096.1984690214,1677096.1984690214,332000.0,2
2020-03-02,2008930.1984690214,1510930.1984690214,498000.0,3
2020-03-03,2000449.3216690214,1668449.3216690214,332000.0,2
2020-03-04,2018799.7780556057,1686799.7780556057,332000.0,2
2020-03-05,2018799.7780556057,1686799.7780556057,332000.0,2
2020-03-06,2018799.7780556057,1686799.7780556057,332000.0,2
2020-03-09,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-10,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-11,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-12,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-13,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-16,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-17,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-18,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-19,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-20,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-23,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-24,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-25,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-26,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-27,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-30,1998509.1266856059,1998509.1266856059,0.0,0
2020-03-31,1998509.1266856059,1998509.1266856059,0.0,0
2020-04-01,1998509.1266856059,1998509.1266856059,0.0,0
